City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
310,Lixourion,GR,5/28/2022 23:52,38.2019,20.4314,67.66,90,15,5.66
311,Srandakan,ID,5/28/2022 23:52,-7.9386,110.2506,78.28,85,86,4.27
312,Orange,US,5/28/2022 23:48,33.7,-117.7675,72.9,63,40,10.36
313,Dwarka,IN,5/28/2022 23:52,22.2394,68.9678,81.45,78,90,20.62
314,Noshiro,JP,5/28/2022 23:52,40.2039,140.0242,65.23,68,18,7.9
315,Vikhorevka,RU,5/28/2022 23:52,56.1201,101.1636,47.79,34,13,0.63
316,Jacareacanga,BR,5/28/2022 23:52,-6.2222,-57.7528,75.16,84,98,2.3
317,Seydi,TM,5/28/2022 23:52,39.4816,62.9137,67.48,30,0,6.2
318,San Cristobal,VE,5/28/2022 23:52,7.7669,-72.225,77.18,86,50,2.8
319,Kalas,IN,5/28/2022 23:52,18.1667,74.8,75.97,71,4,11.3
320,Cockburn Town,TC,5/28/2022 23:52,21.4612,-71.1419,82.36,69,40,19.57
321,Ribeira Brava,PT,5/28/2022 23:53,32.65,-17.0667,66.83,80,53,4.52
322,Pitanga,BR,5/28/2022 23:51,-24.7572,-51.7614,58.33,94,4,3.15
323,Nedumangad,IN,5/28/2022 23:53,8.6,77,78.08,89,40,0
324,Biak,ID,5/28/2022 23:53,-0.9131,122.8766,78.46,78,90,0.85
325,Beringovskiy,RU,5/28/2022 23:53,63.05,179.3167,41.43,75,13,3.56
326,Bereda,ES,5/28/2022 23:53,43.2686,-7.5406,57.58,95,100,4.45
327,Gonzaga,IT,5/28/2022 23:53,44.9498,10.8209,59.31,90,100,18.9
328,Yumen,CN,5/28/2022 23:53,40.2833,97.2,61.77,29,48,8.48
329,Matamoros,MX,5/28/2022 23:53,25.5333,-103.25,96.39,7,0,12.62
330,Broadstairs,GB,5/28/2022 23:53,51.3591,1.4394,51.58,66,49,5.99
331,Mujiayingzi,CN,5/28/2022 23:53,42.1167,118.7833,66.9,47,100,17.38
332,La Ronge,CA,5/28/2022 23:53,55.1001,-105.2842,64.62,48,100,14.97
333,Clyde River,CA,5/28/2022 23:53,70.4692,-68.5914,28.63,86,100,19.57
334,Bone,DE,5/28/2022 23:53,51.9669,12.1396,46.81,81,25,7.38
335,Tacana,GT,5/28/2022 23:53,15.2333,-92.0833,54.32,99,100,2.13
336,Mirabad,AF,5/28/2022 23:53,30.4362,61.8383,70.84,26,0,25.97
337,Miyako,JP,5/28/2022 23:53,39.6367,141.9525,69.51,49,9,8.99
338,Oskemen,KZ,5/28/2022 23:53,49.9565,82.6119,60.76,77,75,4.47
339,Udachnyy,RU,5/28/2022 23:51,66.4167,112.4,48.45,39,70,8.95
340,Khao Wong,TH,5/28/2022 23:53,16.7001,104.0902,78.22,85,75,7.7
341,Molteno,ZA,5/28/2022 23:53,-31.3968,26.3625,48,59,1,7.96
342,Le Port,RE,5/28/2022 23:53,-20.9373,55.2919,68,73,34,6.38
343,Jacobina,BR,5/28/2022 23:53,-11.1806,-40.5183,65.21,88,24,2.95
344,Bria,CF,5/28/2022 23:53,6.5423,21.9863,68.88,95,92,2.91
345,Quilali,NI,5/28/2022 23:53,13.567,-86.026,77.18,80,98,4.94
346,Monte Patria,CL,5/28/2022 23:53,-30.6919,-70.9467,59.22,51,95,3.09
347,Gondanglegi,ID,5/28/2022 23:53,-7.7479,112.0132,77.04,91,18,4.32
348,Robertsport,LR,5/28/2022 23:53,6.7533,-11.3686,81.01,82,26,6.49
349,Marquette,US,5/28/2022 23:53,46.5333,-87.6335,52.77,94,100,8.66
350,Coolum Beach,AU,5/28/2022 23:53,-26.5333,153.1,71.11,69,35,7.38
351,Prince Rupert,CA,5/28/2022 23:53,54.3161,-130.3201,55.49,79,100,8.05
352,Pontianak,ID,5/28/2022 23:53,-0.0333,109.3333,76.98,94,20,4.61
353,Santa Isabel Do Rio Negro,BR,5/28/2022 23:53,-0.4139,-65.0192,73.54,98,43,2.57
354,Haapiti,PF,5/28/2022 23:53,-17.5667,-149.8667,83.93,72,27,12.01
355,Baracoa,CU,5/28/2022 23:53,20.3467,-74.4958,77.9,86,97,3.58
356,Itarema,BR,5/28/2022 23:53,-2.9248,-39.9167,75.15,90,35,8.72
357,Corrales,US,5/28/2022 23:53,35.2378,-106.6067,94.86,8,0,19.57
358,Ketchikan,US,5/28/2022 23:53,55.3422,-131.6461,51.78,93,100,3.29
359,Stephenville,US,5/28/2022 23:52,32.2207,-98.2023,95.79,24,0,19.57
360,Kodyma,UA,5/28/2022 23:53,48.0988,29.1246,50.38,90,100,12.39
361,Tuatapere,NZ,5/28/2022 23:53,-46.1333,167.6833,52.45,74,100,4.72
362,Illkirch-Graffenstaden,FR,5/28/2022 23:53,48.5289,7.7152,53.67,58,0,4.61
363,Saint-Joseph,RE,5/28/2022 23:53,-21.3667,55.6167,66.58,69,16,11.68
364,Faanui,PF,5/28/2022 23:53,-16.4833,-151.75,81.14,72,33,16.13
365,Guerrero Negro,MX,5/28/2022 23:53,27.9769,-114.0611,66.76,65,6,19.15
366,Providencia,MX,5/28/2022 23:53,28.7167,-111.5833,102.2,16,4,12.95
367,Mehamn,NO,5/28/2022 23:53,71.0357,27.8492,40.91,88,78,12.86
368,Maine-Soroa,NE,5/28/2022 23:54,13.2114,12.0241,83.88,10,0,5.1
369,Waipawa,NZ,5/28/2022 23:54,-41.4122,175.5153,54.86,56,30,4.54
370,Leh,IN,5/28/2022 23:54,34.1667,77.5833,48.6,58,67,5.32
371,Coos Bay,US,5/28/2022 23:54,43.3665,-124.2179,52.99,93,100,19.57
372,Alice Springs,AU,5/28/2022 23:54,-23.7,133.8833,69.35,32,32,9.22
373,Comodoro Rivadavia,AR,5/28/2022 23:54,-45.8667,-67.5,42.66,45,0,10.36
374,Inverness,GB,5/28/2022 23:54,57.4791,-4.224,46.31,85,100,4.61
375,Raxaul,IN,5/28/2022 23:54,26.9833,84.85,83.03,52,48,7.65
376,Honiara,SB,5/28/2022 23:54,-9.4333,159.95,85.55,66,82,3.4
377,Atkarsk,RU,5/28/2022 23:54,51.8718,45.0078,52.84,93,50,5.64
378,Progreso,MX,5/28/2022 23:54,21.2833,-89.6667,79.07,81,78,9.24
379,Kuching,MY,5/28/2022 23:54,1.55,110.3333,79.02,94,20,3.44
380,Zumarraga,PH,5/28/2022 23:54,11.6388,124.8417,81.32,79,44,3.33
381,Port Jervis,US,5/28/2022 23:50,41.3751,-74.6927,70.14,90,41,8.25
382,Skibbereen,IE,5/28/2022 23:51,51.55,-9.2667,51.12,88,16,3.58
383,Bowmore,US,5/28/2022 23:54,34.9421,-79.3031,82.62,57,13,1.99
384,Ponta Delgada,PT,5/28/2022 23:55,37.7333,-25.6667,59.72,67,20,9.22
385,Teeli,RU,5/28/2022 23:55,51.0333,90.2333,64.38,38,62,1.01
386,Atikokan,CA,5/28/2022 23:55,48.7555,-91.6216,56.53,89,100,7.56
387,Arlit,NE,5/28/2022 23:55,18.7369,7.3853,91.94,10,26,7.56
388,Sumbe,AO,5/28/2022 23:55,-11.2061,13.8437,71.78,84,79,7.36
389,Vilhena,BR,5/28/2022 23:55,-12.7406,-60.1458,75.42,73,20,3.44
390,Husavik,IS,5/28/2022 23:55,66.0449,-17.3389,45.99,64,16,2.35
391,Kendal,GB,5/28/2022 23:55,54.3268,-2.7476,51.1,79,42,4.27
392,Puerto Colombia,CO,5/28/2022 23:52,10.9878,-74.9547,84.29,83,30,14.63
393,Praia,CV,5/28/2022 23:55,14.9215,-23.5087,73.94,83,75,13.8
394,Naron,ES,5/28/2022 23:55,43.5167,-8.1528,64.02,90,76,9.28
395,Ratnagiri,IN,5/28/2022 23:55,16.9833,73.3,81.93,79,14,6.64
396,Pavlogradka,RU,5/28/2022 23:55,54.2024,73.5592,55.27,69,55,11.27
397,Lebyazhye,RU,5/28/2022 23:55,55.2689,66.4947,50.5,88,38,8.72
398,San Pedro,PH,5/28/2022 23:55,14.35,121.0167,84.34,84,40,1.14
399,Batticaloa,LK,5/28/2022 23:55,7.7102,81.6924,79.81,76,97,5.14
400,Roma,US,5/28/2022 23:55,43.2128,-75.4557,66.51,67,40,8.99
401,Balkhash,KZ,5/28/2022 23:55,46.844,74.9804,60.39,64,100,12.75
402,Show Low,US,5/28/2022 23:55,34.2542,-110.0298,74.08,12,70,1.99
403,Kruisfontein,ZA,5/28/2022 23:55,-34.0033,24.7314,53.89,86,0,6.76
404,Puerto Penasco,MX,5/28/2022 23:55,31.3167,-113.5333,76.91,65,15,10
405,Tautira,PF,5/28/2022 23:55,-17.7333,-149.15,79.99,69,50,11.61
406,Dasoguz,TM,5/28/2022 23:55,41.8363,59.9666,64.35,59,0,4.61
407,Belmonte,BR,5/28/2022 23:55,-15.8631,-38.8828,72.9,85,2,1.52
408,Saint Austell,GB,5/28/2022 23:55,50.3383,-4.7658,54.16,82,9,6.91
409,San Roque,ES,5/28/2022 23:55,36.2107,-5.3842,67.03,73,4,12.66
410,Glendive,US,5/28/2022 23:55,47.1053,-104.7125,62.22,72,100,12.66
411,Baixo Guandu,BR,5/28/2022 23:50,-19.5189,-41.0158,69.71,79,100,2.44
412,Egvekinot,RU,5/28/2022 23:55,66.3167,-179.1667,40.17,75,100,4.72
413,Iranshahr,IR,5/28/2022 23:55,27.2025,60.6848,85.03,17,0,7.07
414,Coquimbo,CL,5/28/2022 23:55,-29.9533,-71.3436,53.33,87,20,5.75
415,Ixtapa,MX,5/28/2022 23:56,20.7,-105.2,80.22,78,34,5.01
416,Hurghada,EG,5/28/2022 23:56,27.2574,33.8129,79.84,42,0,12.06
417,Yarada,IN,5/28/2022 23:56,17.65,83.2667,84.52,84,40,3.44
418,Bosaso,SO,5/28/2022 23:56,11.2842,49.1816,86.88,47,3,8.01
419,Dali,CN,5/28/2022 23:56,25.7,100.1833,63.77,82,25,4.79
420,Havre-Saint-Pierre,CA,5/28/2022 23:56,50.2334,-63.5986,44.96,93,100,10.36
421,Karasjok,NO,5/28/2022 23:56,69.4719,25.5112,45.43,88,82,10.2
422,Mersing,MY,5/28/2022 23:56,2.4312,103.8405,75.11,94,40,4.61
423,Khandyga,RU,5/28/2022 23:56,62.6667,135.6,58.14,50,100,6.35
424,Calabozo,VE,5/28/2022 23:56,8.9242,-67.4293,81.75,43,65,5.57
425,Wagar,SD,5/28/2022 23:56,16.1525,36.2032,87.24,16,1,8.39
426,Remedios,CU,5/28/2022 23:56,22.4947,-79.5458,79.2,77,100,4.09
427,Adrar,MR,5/28/2022 23:56,20.5022,-10.0711,86.18,35,31,8.03
428,Saint-Francois,FR,5/28/2022 23:54,46.4154,3.9054,49.68,71,0,5.75
429,San Nicolas,PH,5/28/2022 23:56,18.1725,120.5953,80.51,89,20,6.91
430,Sechura,PE,5/28/2022 23:56,-5.5569,-80.8222,67.82,69,15,15.79
431,Manono,CD,5/28/2022 23:56,-7.3,27.4167,72.84,52,92,3.22
432,Poum,NC,5/28/2022 23:56,-20.2333,164.0167,76.84,70,64,7.78
433,Meadow Lake,US,5/28/2022 23:56,34.8014,-106.5436,93.29,4,99,25.19
434,Soyo,AO,5/28/2022 23:56,-6.1349,12.3689,72.79,83,0,6.31
435,Polunochnoye,RU,5/28/2022 23:56,60.8697,60.4153,45.5,98,62,1.25
436,Manggar,ID,5/28/2022 23:56,-2.8833,108.2667,81.66,77,85,1.83
437,Booue,GA,5/28/2022 23:56,-0.0921,11.9385,72.12,96,69,1.05
438,Sept-Iles,CA,5/28/2022 23:56,50.2001,-66.3821,43.32,93,100,6.91
439,Aksu,CN,5/28/2022 23:56,41.1231,80.2644,75.22,29,79,8.37
440,Rawson,AR,5/28/2022 23:56,-43.3002,-65.1023,41.79,57,63,20.65
441,Myrtle Beach,US,5/28/2022 23:51,33.6891,-78.8867,80.35,82,40,12.66
442,Buraydah,SA,5/28/2022 23:55,26.326,43.975,84.65,13,16,8.21
443,Zaysan,KZ,5/28/2022 23:56,47.4667,84.8667,65.3,58,47,15.88
444,Dukat,RU,5/28/2022 23:56,62.55,155.55,42.73,64,45,3.38
445,Bathsheba,BB,5/28/2022 23:56,13.2167,-59.5167,81.21,78,40,16.11
446,Chumikan,RU,5/28/2022 23:56,54.7183,135.315,33.39,98,100,19.28
447,Soe,ID,5/28/2022 23:56,-9.8607,124.284,73.36,65,47,2.15
448,La Macarena,CO,5/28/2022 23:56,2.1837,-73.7849,71.65,98,54,1.83
449,Deputatskiy,RU,5/28/2022 23:56,69.3,139.9,34,78,51,1.63
450,Santa Rosa,PH,5/28/2022 23:56,14.3122,121.1114,85.1,79,85,2.28
451,Sola,VU,5/28/2022 23:56,-13.8833,167.55,80.82,74,83,6.82
452,Roald,NO,5/28/2022 23:56,62.5833,6.1333,47.75,87,75,11.5
453,Natal,BR,5/28/2022 23:51,-5.795,-35.2094,77.22,94,0,4.61
454,Chalus,IR,5/28/2022 23:56,36.655,51.4204,60.26,94,0,0
455,Itaituba,BR,5/28/2022 23:56,-4.2761,-55.9836,77.09,86,100,2.04
456,Aranos,NA,5/28/2022 23:56,-24.1333,19.1167,55.49,30,4,2.53
457,Miles City,US,5/28/2022 23:56,46.4083,-105.8406,60.26,70,100,12.93
458,Amapa,BR,5/28/2022 23:56,1,-52,72.14,98,82,2.77
459,Traverse City,US,5/28/2022 23:56,44.7631,-85.6206,64.6,78,99,3.53
460,Doctor Arroyo,MX,5/28/2022 23:56,23.6667,-100.1833,79.34,24,20,16.91
461,Touros,BR,5/28/2022 23:57,-5.1989,-35.4608,74.89,92,100,8.21
462,Vila Velha,BR,5/28/2022 23:57,-20.3297,-40.2925,73.35,89,40,0
463,Methoni,GR,5/28/2022 23:57,36.8197,21.7049,67.86,83,30,3.74
464,Pietersburg,ZA,5/28/2022 23:57,-23.9045,29.4688,50.85,87,0,3.44
465,Moerai,PF,5/28/2022 23:57,-22.4333,-151.3333,75.58,78,68,11.45
466,Phalaborwa,ZA,5/28/2022 23:57,-23.943,31.1411,61.88,70,0,4.61
467,Vagur,FO,5/28/2022 23:57,61.4732,-6.8119,46.04,85,5,23.17
468,Neyshabur,IR,5/28/2022 23:57,36.2133,58.7958,58.37,36,0,5.75
469,Naze,JP,5/28/2022 23:57,28.3667,129.4833,70.72,92,100,6.38
470,Eenhana,NA,5/28/2022 23:57,-17.4667,16.3333,56.79,39,0,5.32
471,Vung Tau,VN,5/28/2022 23:57,10.346,107.0843,81.18,80,99,16.53
472,Nemuro,JP,5/28/2022 23:54,43.3236,145.575,46.09,90,100,16.75
473,Nabire,ID,5/28/2022 23:57,-3.3667,135.4833,83.19,71,64,2.15
474,Carora,VE,5/28/2022 23:57,10.1755,-70.0827,81.97,47,94,13.27
475,Wasilla,US,5/28/2022 23:57,61.5814,-149.4394,75.47,28,19,1.01
476,Freetown,SL,5/28/2022 23:57,8.484,-13.2299,79.84,85,65,7.29
477,Mandalgovi,MN,5/28/2022 23:57,45.7625,106.2708,40.87,46,65,16.49
478,Lastra A Signa,IT,5/28/2022 23:57,43.7714,11.1028,69.78,75,0,4.61
479,Bilma,NE,5/28/2022 23:57,18.6853,12.9164,88.02,10,0,3.31
480,Sawtell,AU,5/28/2022 23:57,-30.3833,153.1,64.42,59,2,10.36
481,Maceio,BR,5/28/2022 23:57,-9.6658,-35.7353,72.84,94,75,2.3
482,Lagoa,PT,5/28/2022 23:57,39.05,-27.9833,58.57,58,65,20.13
483,Ambunti,PG,5/28/2022 23:57,-4.2365,142.8448,84.09,74,57,0.65
484,Junction City,US,5/28/2022 23:57,39.0286,-96.8314,87.4,62,14,10
485,Milkovo,RU,5/28/2022 23:57,54.7167,158.6167,54.86,55,19,2.15
486,Pangody,RU,5/28/2022 23:57,65.85,74.4859,47.98,67,19,18.3
487,San Andres,CO,5/28/2022 23:57,12.5847,-81.7006,80.62,89,75,3.44
488,Panzhihua,CN,5/28/2022 23:57,26.5851,101.7128,74.93,69,0,0.29
489,Haines Junction,CA,5/28/2022 23:57,60.7522,-137.5108,62.55,17,23,9.22
490,Kaabong,UG,5/28/2022 23:57,3.4836,34.1492,62.49,84,58,3.58
491,Mariental,NA,5/28/2022 23:57,-24.6333,17.9667,57.54,29,0,3.65
492,Aswan,EG,5/28/2022 23:56,24.0934,32.907,83.16,19,0,7.87
493,Havelock,US,5/28/2022 23:56,34.8791,-76.9013,78.78,87,51,1.01
494,Sao Felix Do Xingu,BR,5/28/2022 23:57,-6.6447,-51.995,77.41,74,78,2.44
495,Roswell,US,5/28/2022 23:57,34.0232,-84.3616,78.67,63,0,5.66
496,Waitara,NZ,5/28/2022 23:57,-38.925,174.25,58.23,67,100,13.62
497,Vanimo,PG,5/28/2022 23:57,-2.6741,141.3028,84.81,67,36,1.9
498,Zhuanghe,CN,5/28/2022 23:57,39.7008,122.9911,62.11,93,97,10.51
499,Luena,AO,5/28/2022 23:57,-11.7833,19.9167,53.15,53,0,2.8
500,Kitui,KE,5/28/2022 23:57,-1.367,38.0106,61.52,94,95,5.32
501,Norsup,VU,5/28/2022 23:57,-16.0667,167.3833,82.36,72,22,5.41
502,Suluq,LY,5/28/2022 23:57,31.6682,20.2521,75.43,42,12,5.48
503,Aasiaat,GL,5/28/2022 23:57,68.7098,-52.8699,29.71,86,100,7.67
504,Chistogorskiy,RU,5/28/2022 23:57,53.9835,87.3843,60.06,64,46,1.25
505,Laguna,US,5/28/2022 23:57,38.421,-121.4238,78.76,45,40,10
506,Praia Da Vitoria,PT,5/28/2022 23:57,38.7333,-27.0667,61.05,72,20,16.93
507,Biggar,GB,5/28/2022 23:58,55.6167,-3.5167,48.29,86,97,6.58
508,Olinda,BR,5/28/2022 23:58,-8.0089,-34.8553,71.33,100,100,6.91
509,Lata,PT,5/28/2022 23:58,40.1629,-8.3327,58.75,77,10,0.94
510,Abnub,EG,5/28/2022 23:58,27.2696,31.1511,80.67,23,0,8.25
511,Limon,CR,5/28/2022 23:58,10,-83.0333,80.51,78,69,1.61
512,Mokhsogollokh,RU,5/28/2022 23:58,61.4681,128.9203,57.11,51,99,9.98
513,Cam Ranh,VN,5/28/2022 23:58,11.9214,109.1591,78.76,83,20,2.3
514,Asau,RO,5/28/2022 23:57,46.4333,26.4,54.52,100,100,4.41
515,Vestmannaeyjar,IS,5/28/2022 23:58,63.4427,-20.2734,49.12,81,92,8.32
516,Preobrazheniye,RU,5/28/2022 23:58,42.9019,133.9064,56.1,79,90,16.17
517,Byron Bay,AU,5/28/2022 23:58,-28.65,153.6167,64.71,52,0,12.64
518,Damghan,IR,5/28/2022 23:58,36.1683,54.348,64.02,30,0,1.3
519,Vestmanna,FO,5/28/2022 23:58,62.1564,-7.1664,45.52,81,75,19.57
520,Mount Gambier,AU,5/28/2022 23:58,-37.8333,140.7667,48.65,82,100,4.56
521,San Quintin,MX,5/28/2022 23:58,30.4833,-115.95,64.09,72,29,20.85
522,Rosetta,EG,5/28/2022 23:58,31.4044,30.4164,72.61,78,0,5.79
523,Riyadh,SA,5/28/2022 23:58,24.6877,46.7219,84.34,14,17,7.65
524,Hualmay,PE,5/28/2022 23:58,-11.0964,-77.6139,62.94,84,9,10.07
525,Luanda,AO,5/28/2022 23:57,-8.8368,13.2343,70.11,87,2,5.84
526,Champerico,GT,5/28/2022 23:58,14.3,-91.9167,86.54,76,99,7.18
527,Nelson Bay,AU,5/28/2022 23:58,-32.7167,152.15,60.12,67,1,1.99
528,Samoded,RU,5/28/2022 23:58,63.6083,40.5111,47.26,92,95,5.79
529,Nyagan,RU,5/28/2022 23:58,62.1406,65.3936,50.05,93,73,5.86
530,Bolivar,US,5/28/2022 23:58,37.6145,-93.4105,81,64,87,11.95
531,Ciudad Bolivar,VE,5/28/2022 23:58,8.1222,-63.5497,86.31,52,98,13.35
532,Yichang,CN,5/28/2022 23:58,30.7144,111.2847,73.44,75,22,3.71
533,Ebnat-Kappel,CH,5/28/2022 23:58,47.262,9.1247,50.95,90,73,2.73
534,Kununurra,AU,5/28/2022 23:58,-15.7667,128.7333,71.58,56,11,0
535,Yulara,AU,5/28/2022 23:58,-25.2406,130.9889,64.87,64,100,4.36
536,Matara,LK,5/28/2022 23:58,5.9485,80.5353,76.57,90,79,9.26
537,Mahon,ES,5/28/2022 23:58,39.8885,4.2658,64.96,88,0,3.44
538,Cartagena Del Chaira,CO,5/28/2022 23:58,1.3349,-74.8429,69.67,99,86,2.86
539,Najran,SA,5/28/2022 23:58,17.4924,44.1277,75.85,19,5,2.73
540,Charters Towers,AU,5/28/2022 23:58,-20.1,146.2667,69.13,44,20,3.62
541,Awbari,LY,5/28/2022 23:58,26.5921,12.7805,79.97,15,0,4.32
542,Lewistown,US,5/28/2022 23:58,40.5992,-77.5714,71.19,68,0,18.41
543,Scarborough,GB,5/28/2022 23:55,54.2797,-0.4044,47.91,81,32,1.99
544,Mustafakemalpasa,TR,5/28/2022 23:58,40.0353,28.4117,67.77,70,15,4.63
545,Fare,PF,5/28/2022 23:58,-16.7,-151.0167,81.03,72,11,15.05
546,Bauchi,NG,5/28/2022 23:58,10.5,10,80.42,44,1,5.97
547,Diffa,NE,5/28/2022 23:58,13.3154,12.6113,84.87,10,0,5.19
