City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
270,Korla,CN,41.7597,86.1469,79.03,21,99,11.3,overcast clouds
271,Beloha,MG,-25.1667,45.05,67.03,69,0,11.63,clear sky
272,Lisakovsk,KZ,52.5369,62.4936,64.71,74,67,8.37,broken clouds
273,Forrest City,US,35.0081,-90.7898,82.06,45,0,11.97,clear sky
274,Birin,NP,26.8865,88.0718,62.33,90,48,3.6,scattered clouds
275,Kidal,ML,18.4411,1.4078,104.74,10,16,5.82,few clouds
276,Ianca,RO,45.1333,27.45,67.05,71,84,11.59,broken clouds
277,Tongliao,CN,43.6125,122.2653,49.17,66,22,7.14,few clouds
278,Fairlie,GB,55.756,-4.8556,58.23,71,89,5.99,overcast clouds
279,Sola,VU,-13.8833,167.55,80.33,75,11,3.58,few clouds
280,Saint-Joseph,RE,-21.3667,55.6167,70.18,65,60,15.08,broken clouds
281,Kavaratti,IN,10.5669,72.642,82.87,73,75,4.7,broken clouds
282,Rupert,US,42.6191,-113.6772,51.75,58,40,16.11,scattered clouds
283,Berbera,SO,10.4396,45.0143,90.07,54,41,5.01,scattered clouds
284,Alta Floresta,BR,-9.8756,-56.0861,94.82,38,40,8.05,scattered clouds
285,Vostok,RU,46.4856,135.8833,46.0,93,100,5.77,overcast clouds
286,Sioux Lookout,CA,50.1001,-91.917,58.71,78,100,11.43,overcast clouds
287,Willowmore,ZA,-33.2926,23.4895,44.06,68,55,22.24,broken clouds
288,Algiers,DZ,36.7525,3.042,80.42,42,75,4.61,broken clouds
289,Yulara,AU,-25.2406,130.9889,53.11,41,97,19.77,overcast clouds
290,Alexandria,EG,31.2156,29.9553,77.34,62,0,8.88,clear sky
291,Luderitz,NA,-26.6481,15.1594,59.65,68,0,21.7,clear sky
292,Merauke,ID,-8.4667,140.3333,75.36,85,4,10.74,clear sky
293,Zhuhai,CN,22.2769,113.5678,83.86,94,20,9.22,few clouds
294,Qobustan,AZ,40.0824,49.412,69.85,52,0,3.4,clear sky
295,Szczytno,PL,53.5626,20.9875,53.53,94,0,3.44,clear sky
296,Santa Maria,BR,-29.6842,-53.8069,61.18,94,100,4.5,overcast clouds
297,Hasaki,JP,35.7333,140.8333,63.28,67,1,3.67,clear sky
298,Salalah,OM,17.0151,54.0924,84.29,79,75,8.05,broken clouds
299,Ringsted,DK,55.4426,11.7901,57.78,83,98,5.99,overcast clouds
300,Tindwari,IN,25.6167,80.5333,97.93,16,50,4.56,scattered clouds
301,Zadar,HR,44.1197,15.2422,66.81,77,75,3.44,broken clouds
302,Port Blair,IN,11.6667,92.75,81.64,84,100,15.12,overcast clouds
303,Storm Lake,US,42.6411,-95.2097,82.62,54,0,31.07,clear sky
304,Hudson Bay,CA,52.85,-102.3842,49.15,97,100,6.26,overcast clouds
305,Lakatoro,VU,-16.0999,167.4164,77.94,84,48,5.44,scattered clouds
306,Bonanza,NI,14.0289,-84.591,82.35,73,67,3.85,broken clouds
307,Tevaitoa,PF,-16.7833,-151.5,80.38,69,8,12.21,clear sky
308,Manaus,BR,-3.1019,-60.025,79.3,78,75,3.44,moderate rain
309,Constitucion,CL,-35.3333,-72.4167,52.11,46,0,9.69,clear sky
310,Bella Vista,US,36.4295,-94.2316,86.99,45,20,23.02,few clouds
311,Namibe,AO,-15.1961,12.1522,66.38,83,4,7.43,clear sky
312,Esperance,AU,-33.8667,121.9,55.47,70,100,20.13,overcast clouds
313,Sao Filipe,CV,14.8961,-24.4956,75.45,80,13,13.04,few clouds
314,Salekhard,RU,66.53,66.6019,45.16,47,9,21.39,clear sky
315,Bismarck,US,46.8083,-100.7837,71.44,65,75,17.27,broken clouds
316,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,81,31,17.16,light rain
317,Nagaur,IN,27.2,73.7333,91.42,33,0,16.31,clear sky
318,Guerrero Negro,MX,27.9769,-114.0611,68.02,63,44,21.68,scattered clouds
319,Beringovskiy,RU,63.05,179.3167,37.33,80,41,6.4,scattered clouds
320,Terrace,CA,54.5163,-128.6035,57.11,71,75,6.91,broken clouds
321,Yerbogachen,RU,61.2767,108.0108,43.61,61,40,1.99,scattered clouds
322,Road Town,VG,18.4167,-64.6167,86.04,66,40,13.8,scattered clouds
323,Geraldton,AU,-28.7667,114.6,48.61,76,0,10.36,clear sky
324,Tagusao,PH,9.1924,117.8141,79.68,77,97,3.87,overcast clouds
325,Itarema,BR,-2.9248,-39.9167,82.69,73,27,10.87,scattered clouds
326,Alofi,NU,-19.0595,-169.9187,79.05,80,100,18.81,overcast clouds
327,Marsala,IT,37.7966,12.4352,73.94,75,0,7.27,clear sky
328,Morondava,MG,-20.2833,44.2833,76.57,77,6,5.97,clear sky
329,Burgeo,CA,47.6167,-57.6152,52.63,76,58,18.32,broken clouds
330,Sistranda,NO,63.7256,8.834,53.56,85,95,7.85,overcast clouds
331,Berlevag,NO,70.8578,29.0864,42.75,81,0,12.66,clear sky
332,Southbridge,US,42.0751,-72.0334,78.42,52,23,3.0,few clouds
333,Chernyy Yar,RU,48.0624,46.1091,71.2,36,1,10.94,clear sky
334,Heihe,CN,50.2441,127.4902,55.4,91,100,16.37,moderate rain
335,Bahawalpur,PK,29.4,71.6833,95.63,3,0,6.35,clear sky
336,Ionia,US,42.9873,-85.0711,80.94,52,0,11.5,clear sky
337,Monrovia,LR,6.3005,-10.7969,80.76,82,61,8.66,moderate rain
338,Braganca,BR,-1.0536,-46.7656,82.69,84,92,3.42,overcast clouds
339,Victoria,HK,22.2855,114.1577,84.33,86,69,8.01,broken clouds
340,Farafangana,MG,-22.8167,47.8333,69.03,80,99,5.68,overcast clouds
341,Pinsk,BY,52.1229,26.0951,52.25,78,88,3.91,overcast clouds
342,Valdivia,CL,-39.8142,-73.2459,46.49,65,76,1.52,broken clouds
343,Poum,NC,-20.2333,164.0167,75.87,70,31,4.09,scattered clouds
344,Inongo,CD,-1.95,18.2667,73.54,76,34,3.49,scattered clouds
